Word,Valence Mean,Arousal Mean,Dominance Mean
凹陷,4.2,4.6,
平易近人,5.1,3.7,
生龍活虎,7.4,8.0,
成癮,2.0,6.5,
有出入,4.1,5.3,
不勝枚舉,6.3,6.0,
平實,5.2,3.5,
下垂,3.4,5.1,
大剌剌,4.3,5.0,
天衣無縫,7.8,7.0,
牛刀小試,7.1,6.3,
吃力,3.1,6.2,
失準,2.9,6.8,
行雲流水,7.4,5.4,
沈穩,6.3,4.6,
沉穩,6.3,4.6,
乾澀,3.9,4.4,
乾乾澀澀,3.9,4.4,
停電,3.8,7.4,
偷懶,2.7,4.5,
高不可攀,2.9,6.5,
堆積如山,3.3,5.6,
風情萬種,7.5,7.1,
特立獨行,6.2,5.8,
純樸,5.3,4.4,
起勁,7.0,7.7,
堂堂正正,7.2,4.9,
上榜,7.6,7.7,
大手筆,6.1,7.1,
賣座,7.9,7.3,
好握,6.8,4.5,
失真,3.5,3.2,
不失真,6.4,3.6,
中看,6.8,4.2,
不起眼,3.5,2.7,
略勝一籌,6.3,5.7,
略遜,3.8,4.5,
負擔得起,5.7,3.8,
買不起,3.9,4.7,
充斥,4.6,3.6,
老氣,4.0,4.0,
不錯,6.3,4.4,
中用,6.6,4.5,
有口皆碑,7.7,7.0,
中意,7.5,6.4,
為人詬病,3.4,4.7,
破損,3.3,3.2,
缺損,3.3,3.2,
退色,3.5,3.0,
褪色,3.5,3.0,
好用,6.8,5.5,
拔得頭籌,7.8,7.3,
物美價廉,7.7,6.0,
物超所值,8.4,7.2,
超值,8.2,7.1,
划算,7.3,6.7,
特惠,7.5,6.9,
買一送一,6.8,6.1,
貴,3.1,5.3,
笨重,2.7,4.1,
大吃一驚,4.8,7.9,
封后,7.4,7.8,
流線,5.9,3.3,
炫爆,7.2,7.6,
相符,5.6,3.4,
合身,5.9,3.6,
當機,3.5,4.0,
過重,3.0,3.8,
首屈一指,8.6,6.9,
值回票價,8.2,6.9,
不閃頻,6.4,4.2,
爽口,6.9,5.0,
走味,3.1,4.1,
貪小便宜,3.0,3.6,
耐操,5.9,4.3,
美呆,7.7,7.5,
接地氣,6.1,4.6,
淋漓盡致,7.6,6.1,
貨真價實,7.8,5.6,
廉價,4.0,3.3,
頂尖,8.6,6.5,
勝出,7.4,6.1,
超酷,7.4,7.0,
搶手,8.1,6.8,
新潮,6.5,5.2,
耗電,3.5,3.8,
費電,3.5,3.8,
耗時,3.5,3.8,
費時,3.5,3.8,
過短,3.1,4.0,
實惠,7.0,4.7,
精打細算,7.1,4.1,
前所未有,6.4,6.7,
前所未見,6.4,6.7,
輕薄短小,6.7,4.0,
寬裕,7.3,4.1,
一目了然,6.9,2.8,
一目瞭然,6.9,2.8,
七零八落,2.8,3.6,
十全十美,8.4,6.9,
上鏡頭,6.7,5.4,
大功告成,8.0,7.0,
大失所望,2.0,7.2,
小心翼翼,5.7,5.9,
小康,5.7,4.0,
不合,3.0,6.7,
不妙,3.2,6.8,
中上,6.8,5.0,
中獎,8.5,8.9,
井井有條,7.0,4.2,
六神無主,3.4,2.4,
凶狠,2.2,8.2,
凶惡,2.4,8.0,
分岔,4.4,3.9,
弔詭,3.3,4.0,
心不甘情不願,2.9,5.9,
手癢,4.2,6.6,
扎實,7.8,3.3,
火大,2.2,8.7,
火紅,7.4,7.5,
令人髮指,1.9,8.2,
凹凸不平,4.1,5.4,
出頭,6.0,6.3,
功不可沒,7.9,4.6,
包羅萬象,7.4,4.2,
半途而廢,3.3,3.3,
叫好,7.4,7.6,
可圈可點,7.9,6.0,
四平八穩,6.0,2.8,
外強中乾,3.2,4.5,
失火,2.2,8.5,
失靈,3.3,7.3,
平凡,4.8,2.2,
平凡無奇,4.8,2.2,
正點,7.0,6.8,
甘醇,6.7,4.2,
生硬,4.0,3.6,
用心,7.4,4.5,
白搭,3.5,3.8,
丟失,3.0,5.6,
兇狠,2.2,8.2,
兇惡,2.4,8.0,
先聲奪人,4.6,5.6,
光明正大,7.0,5.0,
全力以赴,7.7,6.9,
划不來,3.9,2.9,
吃香,6.7,5.2,
各有千秋,6.4,4.5,
合用,5.7,4.0,
名副其實,6.8,5.0,
名符其實,6.8,5.0,
回天乏術,1.6,6.6,
多不勝數,6.2,5.0,
好聽,7.3,6.8,
如火如荼,5.9,7.3,
尖嘴猴腮,2.4,3.5,
屹立不搖,7.7,3.5,
年久失修,3.4,2.9,
忙碌,5.3,7.2,
成名,7.4,6.9,
收斂,4.9,3.0,
有一手,6.2,4.8,
死板,3.5,3.6,
死板板,3.5,3.6,
汗流浹背,4.7,6.5,
汙濁,3.2,3.6,
灰濛濛,3.7,3.1,
百思不得其解,3.1,5.0,
老舊,3.8,3.2,
耳目一新,6.7,6.3,
自給自足,7.4,4.3,
血淋淋,2.4,7.6,
行不通,3.3,4.1,
吵雜,3.5,7.6,
呆滯,3.4,1.8,
告一段落,5.8,3.9,
困惱,2.8,6.2,
坑坑洞洞,3.7,5.5,
完封,8.2,7.5,
技壓群雄,8.4,8.1,
抓狂,2.0,8.7,
更勝一籌,7.3,6.4,
沈悶,3.3,2.2,
沉悶,3.3,2.2,
沒骨氣,2.9,3.6,
沙啞,4.5,3.6,
灼熱,3.7,7.6,
狂爆,3.6,8.3,
秀氣,6.8,3.7,
良莠不齊,3.7,5.3,
見效,6.5,5.8,
走火,2.6,7.5,
身歷其境,6.1,6.1,
邪不勝正,7.7,5.6,
並駕齊驅,7.9,6.4,
乖乖,6.3,3.1,
事半功倍,7.3,5.8,
來勢洶洶,5.5,7.4,
兩全其美,7.5,4.5,
其貌不揚,3.0,3.7,
刺耳,2.6,6.9,
受潮,3.6,3.3,
周延,7.2,4.4,
和樂,6.8,4.9,
奄奄一息,2.6,3.1,
奇貨可居,7.2,5.8,
始料未及,3.6,6.0,
紮實,7.8,3.3,
冷靜下來,5.2,4.4,
快快活活,6.4,5.2,
沈迷,3.0,5.2,
沈默不語,4.7,2.2,
沉寂,3.8,2.3,
生銹,3.4,2.8,
心生畏懼,3.3,5.3,
平平靜靜,6.4,2.4,
平平淡淡,4.8,2.1,
叱責,2.6,6.3,
可怖,3.4,6.8,
沒法,4.2,4.4,
沒法子,4.2,4.4,
沒法兒,4.2,4.4,
刺耳聲,2.6,6.9,
柔柔順順,5.8,3.2,
冒充者,3.1,4.4,
背叛者,2.0,8.0,
自卑感,2.6,3.8,
妨礙者,3.2,5.8,
走好運,7.0,5.8,
逃掉,3.2,5.4,
率直地,6.0,3.6,
羞怯怯,3.6,4.4,
陰沈,3.2,3.4,
陰沈沈,3.2,3.4,
悶悶,3.8,4.0,
悶著,3.8,4.0,
欺侮,3.3,6.5,
詐欺,2.6,7.0,
欺詐,2.6,7.0,
減縮,4.0,4.2,
無能力,3.0,6.0,
沒能力,3.0,6.0,
無理性,2.6,6.8,
沒理性,2.6,6.8,
無趣味,3.4,5.2,
沒趣味,3.4,5.2,
沒趣,3.4,5.2,
筋疲力盡,3.0,5.2,
筋疲力竭,3.0,5.4,
結結巴巴,4.0,4.6,
費解,3.6,4.3,
不雅觀,3.2,4.4,
歎息,3.4,3.8,
歎氣,3.2,4.0,
熱切於,6.2,6.4,
熱誠地,6.6,5.2,
惹人厭,1.4,7.5,
慌慌張張,2.6,7.4,
煩燥,3.2,7.6,
違悖,3.0,4.8,
嘈雜,3.5,7.6,
嘈雜聲,3.5,7.6,
吵雜聲,3.5,7.6,
嘮嘮叨叨,3.8,5.8,
憐憫心,5.8,5.0,
熱心腸,6.4,5.2,
噪聲,3.6,5.0,
謙遜地,6.4,3.5,
還可以,6.0,5.1,
可信賴,7.2,5.4,
可信任,7.8,5.8,
打退,5.5,6.9,
斥罵,2.6,6.3,
叱罵,2.6,6.3,
安靜下來,5.6,2.4,
死氣沉沉,3.0,5.8,
死氣沈沈,3.0,5.8,
埋怨,2.8,6.6,
討人嫌,1.4,7.5,
顧人怨,1.4,7.5,
惹人嫌,1.4,7.5,
假扮,3.8,4.4,
做假,3.4,5.3,
做秀,3.8,4.2,
得罪人,3.2,5.6,
淒慘,1.7,6.1,
謊話,2.8,4.2,
蠢蛋,3.0,5.6,
蠢人,3.4,5.4,
失業者,3.0,4.0,
窘況,3.6,4.4,
潛心於,5.4,2.8,
低沈,4.6,3.4,
昏沈,3.2,3.4,
昏昏沈沈,3.2,3.4,
昏昏沉沉,3.2,3.4,
嚴重的,3.2,7.0,
了解,5.6,3.6,
嚇到,3.6,6.8,
介意,4.1,4.5,
自危,3.0,5.0,
密告,3.3,3.7,
無病呻吟,3.9,4.9,
耍脾氣,3.8,6.7,
氣呼呼,2.8,7.7,
污物,2.0,3.6,
偽君子,2.3,4.3,
亂丟,3.4,4.2,
狗嘴裡吐不出象牙,2.9,5.2,
狗嘴吐不出象牙,2.9,5.2,
混日子,3.7,3.0,
不置可否,4.3,3.1,
出氣,3.5,6.6,
有心人,3.9,2.4,
凌遲,2.5,7.0,
內訌,3.1,6.2,
扭歪,3.7,4.0,
望塵莫及,4.0,5.3,
搞亂,3.3,5.0,
畜生,1.7,8.3,
袖手旁觀,3.5,3.5,
猛吃,4.5,6.2,
悻悻然,3.9,4.5,
無可奈何,3.9,3.7,
自掃門前雪,3.2,4.4,
圍城,3.3,4.6,
離鄉背井,3.8,5.1,
有口無心,4.1,3.5,
錯覺,4.6,2.4,
呆板,4.0,3.1,
發昏,3.7,3.6,
故態復萌,3.4,4.3,
尋仇,2.9,7.6,
不屈服,5.8,7.5,
欺負弱小,3.1,6.0,
從中作梗,3.6,4.1,
脫軌,3.0,5.9,
困窮,2.3,5.1,
枯槁,2.8,3.9,
急忙,3.9,7.9,
急急忙忙,3.9,7.9,
無邊無際,4.5,4.6,
打高空,4.5,3.4,
陷住,3.8,5.6,
豬哥,3.2,4.9,
跛足,3.3,4.2,
慘烈,3.5,7.4,
窮途末路,2.5,7.0,
顛倒是非,2.9,5.9,
暈眩,3.9,4.0,
臭臉,3.3,5.8,
賣國,2.7,5.6,
善辯,4.9,4.6,
誤入歧途,2.9,5.4,
不配,2.8,5.3,
缺口,3.8,3.6,
火冒三丈,2.5,8.0,
吵死,2.3,8.2,
整頓,4.3,4.3,
犯賤,2.2,5.4,
凹下,4.1,3.6,
阻攔,3.7,4.5,
醉漢,3.2,6.0,
跛子,3.5,2.8,
不合群,2.6,4.5,
楞住,4.9,2.5,
不平衡,4.2,3.6,
醜惡,1.9,4.9,
憤世嫉俗,2.1,7.7,
惴惴不安,3.1,7.1,
變酸,3.7,3.9,
盡力而為,7.2,4.5,
蠻幹,3.8,6.1,
不羈,4.7,4.4,
危險期,2.8,5.2,
不孝,2.1,5.8,
省力,6.4,1.8,
不可信,3.3,3.8,
閃人,4.6,3.0,
包山包海,6.7,3.3,
互撞,3.6,6.6,
餓昏,3.6,4.2,
愁容滿面,2.9,4.2,
掉隊,3.6,3.2,
卑下,3.0,3.3,
迂迴,4.0,2.3,
不可名狀,6.0,5.6,
功敗垂成,2.3,5.3,
破銅爛鐵,2.0,4.6,
心煩,3.3,6.8,
滲漏,3.4,4.0,
心急如焚,3.4,8.4,
弄混,3.7,3.9,
弄糟,3.1,4.2,
弄碎,3.5,4.5,
不如人意,2.9,4.0,
要死,2.5,7.0,
挑撥是非,2.8,5.8,
天打雷霹,2.1,8.1,
淒然,2.5,4.5,
欺瞞,2.6,3.6,
匪類,2.3,4.8,
打罵,3.0,5.9,
愚弄,2.9,4.7,
孤僻,3.1,2.5,
污辱,2.5,5.9,
詭辯,3.4,4.6,
不可收拾,3.4,5.0,
不聽話,3.9,4.1,
黑店,2.7,4.9,
賣國賊,1.7,7.3,
卑微,2.7,3.2,
過不去,3.8,4.2,
潑婦,2.2,7.3,
爛仗,2.8,4.9,
苦差事,3.0,4.3,
悶住,3.7,3.1,
漠然,3.9,2.0,
嗤之以鼻,2.7,4.7,
當頭棒喝,5.9,7.6,
匆忙,3.3,5.0,
匆匆忙忙,3.3,5.0,
引頸企盼,7.0,5.4,
強詞奪理,3.0,7.1,
不名譽,2.6,4.2,
上鉤,3.7,3.8,
刪減,3.8,4.0,
打顫,4.1,3.4,
慘絕人寰,1.0,8.4,
炮擊,2.4,7.1,
唱反調,3.4,5.3,
猛踢,3.9,6.9,
欺凌,1.9,6.8,
沾染,2.8,3.8,
告密,2.6,4.0,
漠不關心,2.4,2.4,
漏球,3.2,3.9,
太閒,4.6,1.6,
作弄,3.8,3.6,
流離失所,2.6,5.0,
罵人,2.8,6.5,
受驚,3.8,6.0,
聲名狼藉,1.8,4.6,
醜男,2.0,4.2,
醜女,2.0,4.2,
老謀深算,5.8,1.8,
鬧彆扭,3.8,5.0,
催吐,4.3,5.9,
食古不化,3.6,3.5,
耐震,6.2,1.4,
狂妄,3.3,4.6,
喧嚷,3.0,4.9,
更壞,2.7,3.6,
污點,2.2,3.7,
瞎眼,1.6,6.2,
訓斥,1.6,6.1,
死狗,1.1,5.4,
小心眼,2.9,4.2,
消瘦,5.2,3.6,
打抱不平,6.2,4.7,
自吹自擂,4.2,5.1,
阿諛,3.0,4.2,
傷風敗俗,1.6,5.1,
喧囂,3.4,4.2,
喧囂聲,3.4,4.2,
害人精,2.2,4.6,
劫掠,2.4,5.6,
流放,2.8,5.1,
靠不住,2.9,4.4,
有種,6.6,4.0,
壓破,4.0,4.2,
輕佻,3.4,3.0,
心寒,2.8,2.6,
放寬,6.7,1.6,
仿冒,3.6,3.6,
好久,4.4,2.1,
不平等,2.6,3.4,
嚇呆,3.2,4.8,
低水平,2.8,3.6,
暗地,3.6,2.4,
瘟疫,2.2,5.1,
好鬥,3.4,6.2,
帶衰,1.6,6.2,
不甩,3.5,3.4,
隱退,5.0,3.1,
有仇,2.1,7.0,
虧空,1.8,6.6,
冷嘲熱諷,2.2,6.8,
惱怒,1.6,8.1,
無賴,2.6,6.0,
加收,4.1,3.8,
濫打,3.0,6.4,
意志消沈,1.4,2.9,
意志消沉,1.4,2.9,
妄動,4.2,4.3,
濃烈,5.4,7.9,
貶低,2.9,5.2,
弄死,1.6,8.0,
冒昧,4.6,2.8,
婊子,1.4,7.3,
勞役,3.2,5.2,
逃之夭夭,3.3,4.3,
有礙觀瞻,3.3,6.0,
裝死,3.9,5.3,
做錯,3.7,5.0,
做錯事,3.7,5.0,
杯盤狼藉,3.3,3.8,
傷痛欲絕,1.2,8.8,
抖顫,3.5,7.4,
把關,5.0,3.4,
喝倒彩,2.4,5.6,
存心,3.6,3.7,
悲涼,1.4,3.7,
口臭,2.8,2.9,
激憤,2.5,8.6,
詭計多端,2.8,5.1,
奸詐,2.0,5.1,
如釋重負,7.1,2.4,
濫葬,2.6,3.5,
可恨,2.2,5.8,
亂哄哄,3.9,7.1,
大言不慚,3.7,3.8,
賣弄,4.2,4.0,
滾蛋,1.6,8.4,
人渣,1.0,8.6,
鬼子,1.9,6.6,
砍頭,1.6,7.2,
不好過,2.6,4.9,
驚叫,3.2,8.6,
狂愛,7.3,8.3,
貶黜,3.0,4.3,
打屁股,4.2,5.4,
鬧鬼,2.4,7.4,
烙印,3.3,6.2,
盲點,4.9,1.5,
亂扯,3.9,3.5,
孤寂,2.8,2.2,
乞求,2.8,4.3,
找碴,2.4,7.0,
找麻煩,2.4,7.0,
以偏概全,4.4,2.3,
打偏,4.0,2.7,
傻瓜,3.1,4.6,
上癮,4.2,6.8,
污漬,4.0,1.9,
禍害,2.4,5.5,
避諱,4.2,3.2,
有出息,7.0,5.9,
鬆落,3.9,3.3,
嗜殺成性,2.1,5.8,
拍馬屁,3.5,4.0,
尖叫,4.1,7.6,
嚎啕大哭,3.5,7.3,
連累,2.9,4.0,
罵髒話,2.7,6.5,
吵嘴,3.8,4.9,
撕破,3.6,5.1,
受限,3.9,3.1,
要飯,3.4,4.3,
凶兆,3.4,3.6,
驚醒,3.5,5.7,
砍斷,4.0,4.1,
猛攻,4.3,5.8,
不可諱言,4.8,3.3,
唯恐不及,3.8,5.0,
狠毒,2.7,5.4,
困頓,3.5,3.9,
耍賤,3.1,5.0,
怕死,3.4,4.9,
豬頭,3.5,3.3,
強壓,3.9,4.5,
妒恨,2.7,6.1,
地獄,3.2,3.5,
減損,4.0,3.4,
批鬥,3.5,6.0,
空想,3.9,3.3,
搪塞,3.3,4.0,
牽腸掛肚,5.0,5.2,
重壓,3.8,3.3,
惆悵,3.6,3.3,
以德報怨,6.3,3.8,
騙人,3.7,4.4,
遜位,4.3,3.1,
難為情,4.3,4.3,
焦燥,3.5,6.3,
焦躁,3.5,6.3,
繚亂,3.5,4.2,
申斥,3.7,4.6,
專權,3.3,4.2,
玷污,2.5,6.2,
干戈,3.3,4.3,
禁錮,2.9,3.4,
殲滅,3.9,6.1,
落寞,3.1,2.8,
毒殺,2.2,6.2,
摔倒,4.4,4.8,
跌倒,4.4,4.8,
摔跤,4.4,4.8,
摔一跤,4.4,4.8,
跌跤,4.4,4.8,
跌一跤,4.4,4.8,
搞屁,4.2,5.4,
嫉妒,3.4,5.8,
適得其反,3.5,4.2,
失魂落魄,3.1,4.3,
打爛,3.6,5.4,
槓上,3.8,5.9,
倒下,3.9,3.6,
沈溺,3.4,3.3,
沉溺,3.4,3.3,
懇摯,6.6,4.1,
坐立不安,3.7,5.0,
諸事順心,6.7,7.6,
安安穩穩,6.0,2.6,
淺薄,3.8,2.7,
失身,2.7,5.9,
琳瑯滿目,6.1,4.8,
叛國,3.0,6.0,
惡有惡報,3.7,6.0,
自由心證,5.1,3.9,
醉醺醺,3.9,3.5,
盡善盡美,7.3,3.6,
譏諷,3.4,5.1,
窮凶極惡,2.5,6.3,
夭折,3.0,6.1,
鑽牛角尖,3.8,5.2,
瘋人,3.9,6.0,
瘋子,3.9,6.0,
推托,4.0,3.9,
推卻,4.0,3.9,
何苦,4.1,2.3,
何苦來哉,4.1,2.3,
銷聲匿跡,4.1,2.0,
不方便,4.7,1.8,
失和,3.8,4.6,
卒仔,3.4,3.9,
俗辣,3.4,3.9,
善待,6.2,2.9,
胡作非為,3.1,5.4,
困局,3.7,3.9,
冷血,3.5,3.7,
態度不好,4.3,3.6,
稀疏,4.2,2.0,
貪生怕死,3.3,5.5,
炮轟,3.2,6.5,
時有時無,4.9,3.1,
亂砍,3.0,6.2,
走著瞧,3.6,5.9,
以牙還牙,3.1,6.2,
驚呼,5.2,6.5,
漏損,3.8,3.7,
乞討,3.2,4.3,
討厭鬼,3.5,4.2,
膽大妄為,3.6,6.0,
髒話,3.6,5.0,
超低色散,5.0,3.0,
花癡,4.2,4.8,
草菅人命,2.6,6.7,
揮霍,3.7,5.7,
癡人說夢,3.6,4.1,
不對勁,4.3,3.9,
害臊,4.4,5.3,
洩恨,3.2,6.2,
折斷,4.5,4.5,
陣痛,4.2,5.9,
硬逼,3.9,5.5,
慘死,2.8,6.3,
鬧翻,3.1,6.6,
凋謝,3.9,3.5,
陷害,2.9,5.4,
啼哭,3.9,5.8,
砍掉,3.7,4.6,
潸然淚下,4.0,4.9,
責罵,3.9,6.1,
不得力,4.3,4.0,
乞憐,3.5,4.1,
無效率,3.7,3.6,
尖叫聲,4.7,6.9,
患得患失,3.4,4.0,
不近人情,3.8,4.5,
謬論,3.4,3.0,
好屌,5.9,5.2,
忍氣吞聲,4.0,4.3,
廢話,4.1,3.7,
夭壽,3.3,4.1,
化膿,3.8,3.7,
鉗制,3.7,4.4,
服喪,3.1,4.2,
禍國殃民,2.7,5.5,
傷感情,4.0,4.4,
利用人,3.6,4.2,
狂亂,3.5,6.5,
笑柄,3.9,3.8,
通敵,3.1,4.2,
憤憤不平,4.0,6.5,
砍擊,4.2,5.2,
毒蛇,4.4,3.2,
機八,3.5,4.6,
疙瘩,4.3,3.3,
喧嘩,4.1,4.9,
六親不認,3.1,5.3,
萎靡,3.6,3.6,
空轉,4.5,2.7,
乖張,4.1,2.9,
批駁,3.9,5.8,
懦弱,3.2,3.6,
共體時艱,6.3,3.8,
扭傷,4.0,3.3,
不省人事,3.7,3.4,
人事不省,3.7,3.4,
免談,3.9,4.0,
甜滋滋,6.2,4.9,
胡鬧,3.5,6.6,
短缺,4.1,3.5,
屁用,3.6,5.3,
不可理喻,3.3,6.2,
貪財,3.8,3.9,
荒蕪,3.7,3.0,
惡棍,3.6,4.0,
肉腳,4.0,3.4,
頹喪,3.3,4.1,
撕破臉,2.8,7.0,
喋喋不休,3.8,5.6,
憤恨,3.1,6.6,
嚇出冷汗,4.1,6.3,
嚇出一身冷汗,4.1,6.3,
難以置信,4.9,5.8,
黑手,4.5,2.6,
冤孽,3.1,5.0,
狡辯,3.1,5.1,
一團糟,3.7,4.7,
動怒,3.3,6.6,
曠課,4.3,2.7,
誤人子弟,3.4,3.9,
嗆聲,3.4,5.9,
小人,3.0,4.4,
拆毀,3.7,4.9,
疝氣,4.6,3.2,
假仁假義,3.1,4.1,
畏怯,3.4,3.3,
老娘,4.3,6.4,
厚顏無恥,2.2,5.6,
匪夷所思,4.5,5.4,
遷就,4.1,4.7,
冷眼,3.3,3.1,
冷眼旁觀,3.3,3.1,
失約,3.0,3.8,
戰慄,3.1,6.9,
亂蓋,3.3,4.4,
匪諜,3.0,3.9,
暴戾,2.2,6.5,
自誇,4.0,4.8,
爛車,2.7,5.4,
無動於衷,4.7,2.6,
吹牛,3.9,4.2,
吹牛皮,3.9,4.2,
死寂,2.7,3.4,
惡果,3.1,3.8,
放逐,3.5,3.8,
嗜殺,1.9,6.6,
古板,3.6,3.2,
扯碎,2.9,6.5,
嚇一跳,4.7,6.9,
恥笑,3.3,6.2,
笨豬,2.6,4.5,
狂熱者,4.7,7.5,
狂熱分子,4.7,7.5,
悲歎,3.6,4.2,
亂罵,3.0,6.4,
不成功,3.5,3.4,
髒污,3.5,3.6,
不得要領,3.7,3.9,
功虧一簣,3.0,5.8,
禍根,2.0,4.3,
自命清高,3.1,4.0,
卡住,4.2,4.0,
假正經,3.8,4.0,
吵鬧,3.5,7.2,
吵吵鬧鬧,3.5,7.2,
自怨自艾,3.4,4.5,
自憐自艾,3.4,4.5,
大怒,2.9,7.9,
模稜兩可,5.0,3.4,
冷峻,4.2,3.3,
假惺惺,3.4,4.0,
失神,4.2,3.5,
閃神,4.2,3.5,
低聲下氣,3.2,3.4,
暴虐,2.0,7.5,
低劣,2.1,4.3,
重打,3.2,6.8,
鼾聲,4.8,4.6,
逼走,3.3,6.0,
離間,3.0,4.3,
有得瞧,4.0,4.2,
噱頭,4.2,3.9,
狗眼看人低,2.5,4.2,
送葬,2.4,5.1,
荒誕,2.6,4.3,
回扣,4.8,3.7,
滾回去,2.7,6.4,
欠錢,3.0,4.1,
閒蕩,3.6,3.8,
濫挖,2.6,6.6,
濫砍,2.6,6.6,
甜膩,4.8,4.0,
作廢,3.9,4.1,
冷冷,4.0,3.2,
盜賊,3.3,3.8,
呆笨,3.3,3.9,
混濁,3.7,3.9,
劣根性,3.0,3.8,
絞死,1.3,7.3,
倚老賣老,3.3,4.0,
挨打,2.9,6.4,
蠶食,3.6,3.9,
倒坍,3.6,5.8,
不公正,3.3,4.1,
慘事,2.5,4.6,
壓搾,2.5,5.1,
風涼話,3.8,4.1,
獨斷獨行,4.2,3.7,
摸不清,4.2,3.6,
慚不慚愧,3.9,4.1,
一箭之仇,3.3,4.6,
自閉,3.6,2.9,
作奸犯科,1.9,4.4,
橫肉,2.9,4.1,
傻事,3.8,3.7,
失戀,4.0,5.8,
大哭,3.1,7.7,
發脾氣,3.1,7.6,
心死,2.3,3.7,
斑點,4.8,3.2,
不厚道,3.8,4.1,
含沙射影,3.3,4.1,
荒涼,4.0,3.0,
狂罵,2.8,7.4,
腦滿腸肥,2.5,4.3,
口渴,4.6,4.1,
割斷,4.3,5.2,
挑逗,4.5,5.6,
死光,2.0,5.8,
死光光,2.0,5.8,
不純,3.5,3.4,
呆呆,3.8,3.5,
曬焦,4.1,4.0,
焦躁不安,3.4,5.2,
漂泊,4.7,3.4,
水性楊花,3.1,4.1,
恨你,2.7,7.2,
疤痕,3.5,3.5,
守財奴,3.7,3.6,
死皮賴臉,2.8,4.1,
惹上,3.2,5.1,
惹到,3.2,5.1,
由不得,3.5,4.7,
胡亂,3.3,4.8,
白吃白喝,3.0,4.2,
混戰,3.9,4.6,
刺骨,3.6,4.2,
野性,4.5,4.5,
兇猛,3.5,5.5,
凶猛,3.5,5.5,
赤貧,3.9,3.4,
赤貧者,3.9,3.4,
大惑不解,3.6,4.1,
溺死,2.3,8.2,
又氣又惱,3.6,6.8,
威懾,4.1,5.6,
礙眼,2.0,5.4,
瘋癲,1.4,5.4,
閒閒,4.6,1.8,
設伏,3.8,3.7,
作孽,1.6,5.0,
正經八百,6.3,1.8,
一氣之下,4.1,7.0,
懶人,3.5,1.6,
怠惰,3.2,1.9,
咕噥,4.6,2.4,
耐看,6.2,1.4,
食言而肥,3.6,2.8,
濫捕,2.8,3.8,
裝模做樣,3.1,3.3,
變節,3.2,3.7,
著急,4.3,6.8,
誤人,3.6,3.0,
不倫不類,2.5,4.3,
菜鳥,4.1,2.6,
鄙棄,1.9,4.5,
驚慌失措,3.9,7.0,
倉皇失措,3.9,7.0,
放蕩,3.5,3.6,
肉麻,5.1,3.7,
便民,5.8,1.8,
招搖撞騙,2.4,4.9,
經不起,3.9,3.2,
心狠手辣,2.7,5.4,
代罪羔羊,3.4,3.8,
踉蹌,4.0,5.0,
淚如雨下,4.5,4.5,
沒用,3.4,2.7,
投敵,2.8,3.6,
過河拆橋,2.5,4.7,
由愛生恨,3.9,5.5,
滾遠點,3.0,7.6,
逞強,4.7,4.0,
皺紋,4.9,1.4,
黑洞,5.0,1.1,
臭美,4.0,2.4,
私運,3.6,2.8,
鬧僵,4.2,3.1,
鬧劇,4.0,2.8,
蹩,3.4,3.0,
不穩固,4.1,2.7,
唯利是圖,3.1,3.0,
造福,7.3,2.4,
愁眉苦臉,3.5,2.7,
刺探,4.1,2.4,
敗退,3.1,3.4,
沒道理,3.1,3.9,
扭打,2.8,6.6,
裂開,3.9,3.6,
忿怒,2.3,7.1,
污濁,2.8,2.6,
卑屈,2.2,4.4,
醜事,2.7,3.5,
氣昏,2.5,6.8,
得意揚揚,6.2,5.2,
冒失,3.7,4.3,
冒冒失失,3.7,4.3,
貧瘠,3.6,2.1,
奴性,2.3,2.8,
老氣橫秋,4.2,2.3,
惹怒,3.6,5.7,
目中無人,2.9,4.6,
不均,4.2,2.8,
尖酸刻薄,2.3,5.5,
病魔,3.1,2.2,
碰壁,3.6,3.2,
弄亂,4.2,3.0,
偏遠,4.5,1.4,
狂傲,3.6,4.1,
拖垮,3.0,4.1,
破掉,4.0,3.2,
頑抗,4.5,3.9,
貶損,3.5,2.8,
自以為是,3.3,4.2,
滿腹牢騷,3.6,3.5,
不關心,3.5,1.4,
狂放,4.4,5.3,
除掉,4.0,4.2,
大傷,3.4,4.4,
死纏爛打,2.8,5.9,
心驚肉跳,3.3,7.2,
嘔氣,3.9,5.0,
暗淡,3.7,1.8,
黯淡,3.7,1.8,
爛爆,1.9,6.2,
舊病,3.6,1.8,
舊疾,3.6,1.8,
掩蔽,4.3,1.8,
狗男女,1.5,7.1,
糟透,1.8,6.3,
糟透了,1.8,6.3,
窮光蛋,1.9,3.4,
不甘心,3.4,4.8,
進退維谷,4.1,3.1,
不正確,4.0,2.0,
大材小用,4.5,2.4,
洋鬼子,2.4,3.0,
隕落,2.9,2.6,
垂涎,5.5,2.8,
虛張聲勢,3.9,3.5,
罪孽深重,2.0,4.6,
亡命,2.2,6.3,
凶險,2.5,7.0,
愧疚,3.4,4.0,
鬼叫,3.4,5.3,
報應,2.5,5.4,
深仇大恨,1.6,7.2,
省時,6.4,1.4,
蠢事,3.7,2.2,
驚覺,4.3,5.1,
煞風景,3.5,3.6,
豬母,3.1,4.1,
撐住,5.3,4.0,
怒氣沖沖,3.5,7.2,
認命,4.3,1.4,
